Recording,10830mWh
Current Setpoint,1000
Low Voltage Stop,2900
Seconds, Voltage, Current, mAh, mWh
222.3671386,4.218,1000,61.784,261.595
223.3590919,4.216,1000,62.062,262.766
224.3680553,4.216,1000,62.34,263.936
225.3610111,4.216,999,62.617,265.106
226.3689784,4.216,999,62.895,266.277
227.3619332,4.216,999,63.173,267.447
228.354887,4.216,999,63.451,268.617
229.3626816,4.216,1000,63.729,269.787
230.3556362,4.216,999,64.006,270.957
231.3646059,4.216,999,64.284,272.128
232.3565586,4.214,1000,64.562,273.298
233.3515163,4.214,1000,64.84,274.468
234.3584823,4.214,999,65.117,275.638
235.3504377,4.216,999,65.395,276.808
236.3594057,4.214,999,65.673,277.978
237.3523599,4.216,999,65.951,279.148
238.3443147,4.214,1000,66.229,280.318
239.3534047,4.216,999,66.506,281.489
240.3463599,4.214,999,66.784,282.659
241.3540368,4.216,999,67.062,283.829
242.3472206,4.216,999,67.34,284.998
243.3395212,4.214,999,67.617,286.168
244.3486966,4.216,999,67.895,287.338
245.3413283,4.214,1000,68.173,288.508
246.3493184,4.214,999,68.451,289.678
247.3425042,4.214,999,68.729,290.848
248.3344575,4.214,999,69.006,292.018
249.343427,4.214,999,69.284,293.188
250.3363818,4.214,999,69.562,294.357
251.3449425,4.214,999,69.84,295.527
252.3379019,4.214,1000,70.117,296.697
253.3298549,4.214,999,70.395,297.867
254.3388158,4.212,1000,70.673,299.036
255.3317698,4.214,1000,70.951,300.206
256.3397667,4.216,999,71.229,301.376
257.3322366,4.214,1000,71.506,302.545
258.3241885,4.214,1000,71.784,303.715
259.3337382,4.214,999,72.062,304.885
260.3256915,4.214,999,72.34,306.054
261.3340639,4.214,999,72.617,307.224
262.3274141,4.214,1000,72.895,308.393
263.4996382,4.214,999,73.173,309.563
264.3283369,4.214,999,73.451,310.733
265.321292,4.212,1000,73.729,311.902
266.3298302,4.214,999,74.006,313.072
267.3217847,4.214,999,74.284,314.241
268.3147384,4.214,999,74.562,315.41
269.3237084,4.212,1000,74.84,316.58
270.3156614,4.214,999,75.117,317.749
271.3246305,4.214,999,75.395,318.919
272.3173613,4.21,999,75.673,320.088
273.3093146,4.212,999,75.951,321.257
274.3188017,4.214,999,76.229,322.426
275.3106882,4.212,999,76.506,323.596
276.319659,4.212,1000,76.784,324.765
277.3122953,4.212,1000,77.062,325.934
278.3052431,4.212,1000,77.34,327.103
279.3132118,4.212,1000,77.617,328.272
280.3061664,4.212,1000,77.895,329.442
281.2985191,4.212,999,78.173,330.611
282.3074998,4.212,999,78.451,331.78
283.3004544,4.21,999,78.729,332.949
284.3084231,4.212,999,79.006,334.118
285.3014036,4.212,999,79.284,335.286
286.2933569,4.21,999,79.562,336.455
287.3023483,4.21,999,79.84,337.624
288.2953011,4.21,1000,80.117,338.793
289.3032696,4.21,999,80.395,339.962
290.2962242,4.21,1000,80.673,341.13
291.2891782,4.21,999,80.951,342.299
292.297144,4.212,1000,81.229,343.468
293.2903794,4.21,1000,81.506,344.637
294.3003495,4.21,1000,81.784,345.805
295.2913021,4.21,999,82.062,346.974
296.2839748,4.21,999,82.34,348.142
297.2929442,4.208,1000,82.617,349.31
298.2848987,4.21,999,82.895,350.479
299.2938684,4.21,1000,83.173,351.647
300.2868215,4.208,999,83.451,352.815
301.2787749,4.206,999,83.729,353.984
302.2877446,4.208,999,84.006,355.152
303.2806616,4.21,999,84.284,356.32
304.2886303,4.206,1000,84.562,357.488
305.2815846,4.208,999,84.84,358.656
306.2745386,4.21,999,85.117,359.824
307.2825057,4.208,999,85.395,360.992
308.2754602,4.206,999,85.673,362.16
309.2834292,4.208,999,85.951,363.327
310.2764962,4.208,999,86.229,364.495
311.2694454,4.206,1000,86.506,365.663
312.2774147,4.205,999,86.784,366.831
313.2703675,4.208,999,87.062,367.998
314.2790792,4.206,999,87.34,369.166
315.2710311,4.205,999,87.617,370.333
316.263986,4.205,999,87.895,371.501
317.2721814,4.206,1000,88.173,372.668
318.2651355,4.206,1000,88.451,373.835
319.2738827,4.205,999,88.729,375.003
320.2662291,4.205,1000,89.006,376.17
321.2588094,4.206,999,89.284,377.337
322.268284,4.205,999,89.562,378.504
323.2605818,4.203,1000,89.84,379.671
324.2692744,4.205,999,90.117,380.838
325.261562,4.205,1000,90.395,382.005
326.2568069,4.203,1000,90.673,383.172
327.2628272,4.203,1000,90.951,384.339
328.2550172,4.205,1000,91.229,385.506
329.263918,4.203,1000,91.506,386.673
330.2568737,4.201,999,91.784,387.839
331.2488259,4.205,1000,92.062,389.006
332.2580977,4.203,999,92.34,390.173
333.2501532,4.201,1000,92.617,391.339
334.2585517,4.201,999,92.895,392.506
335.251506,4.203,1000,93.173,393.672
336.2438615,4.201,1000,93.451,394.838
337.2528312,4.201,999,93.729,396.005
338.2461456,4.201,999,94.006,397.171
339.2541138,4.203,1000,94.284,398.337
340.2470678,4.201,1000,94.562,399.503
341.2390214,4.197,999,94.84,400.669
342.2476512,4.201,1000,95.117,401.835
343.2403153,4.201,999,95.395,403.001
344.2485125,4.199,999,95.673,404.166
345.2414642,4.199,999,95.951,405.332
346.2344194,4.199,1000,96.229,406.498
347.2433888,4.199,999,96.506,407.663
348.2353418,4.197,999,96.784,408.829
349.2443121,4.199,1000,97.062,409.994
350.2362646,4.199,1000,97.34,411.159
351.2292089,4.197,999,97.617,412.324
352.2375153,4.195,999,97.895,413.489
353.231074,4.199,999,98.173,414.654
354.2390425,4.197,999,98.448,415.808
355.231997,4.195,1000,98.729,416.984
356.2239504,4.195,999,99.006,418.149
357.2329201,4.195,999,99.284,419.314
358.2251046,4.195,1000,99.562,420.478
359.2178226,4.195,999,99.84,421.643
360.226792,4.197,999,100.117,422.807
361.2197466,4.195,999,100.395,423.972
362.2277156,4.195,999,100.673,425.136
363.220353,4.193,1000,100.951,426.3
364.2137212,4.195,999,101.229,427.465
365.2216905,4.195,1000,101.506,428.629
366.2146439,4.193,999,101.784,429.793
367.2226126,4.193,999,102.062,430.957
368.2162223,4.195,999,102.34,432.121
369.2081566,4.195,999,102.617,433.285
370.2164123,4.193,999,102.895,434.449
371.2093666,4.193,999,103.173,435.613
372.2178968,4.193,999,103.451,436.777
373.2108497,4.193,999,103.729,437.941
374.2028033,4.193,999,104.006,439.105
375.2117866,4.193,999,104.284,440.268
376.2047412,4.193,999,104.562,441.432
377.2128422,4.191,999,104.84,442.595
378.2054256,4.191,1000,105.117,443.759
379.1983802,4.191,999,105.395,444.922
380.2068709,4.191,999,105.673,446.086
381.1993106,4.191,999,105.951,447.249
382.2079586,4.191,999,106.229,448.412
383.2008546,4.191,999,106.506,449.575
384.1928611,4.191,999,106.784,450.739
385.2025692,4.189,999,107.062,451.902
386.1945217,4.191,999,107.34,453.065
387.1874766,4.189,999,107.617,454.228
388.1958273,4.189,999,107.895,455.391
389.1883686,4.189,999,108.173,456.554
390.1967913,4.191,999,108.451,457.717
391.1897359,4.189,999,108.729,458.879
392.1826908,4.189,999,109.006,460.042
393.1906598,4.189,999,109.284,461.205
394.2556822,4.189,999,109.562,462.368
395.1915822,4.189,999,109.84,463.53
396.1851521,4.189,999,110.117,464.693
397.177106,4.189,999,110.395,465.856
398.1860748,4.189,1000,110.673,467.019
399.1787467,4.188,999,110.951,468.181
400.1867148,4.189,1000,111.229,469.344
401.1796694,4.189,999,111.506,470.506
402.1720454,4.188,999,111.784,471.669
403.1810151,4.188,999,112.062,472.832
404.1734031,4.188,999,112.34,473.994
405.1823719,4.188,1000,112.617,475.157
406.1743255,4.188,999,112.895,476.319
407.1675609,4.188,1000,113.173,477.482
408.176532,4.188,1000,113.451,478.644
409.1687427,4.188,999,113.729,479.807
410.1606963,4.188,999,114.006,480.969
411.1696657,4.188,1000,114.284,482.132
412.1622639,4.186,999,114.562,483.294
413.171235,4.188,1000,114.84,484.457
414.1631872,4.188,999,115.117,485.619
415.1561412,4.188,999,115.395,486.782
416.164521,4.188,999,115.673,487.944
417.157475,4.186,999,115.954,489.118
418.1664453,4.186,999,116.229,490.268
419.158398,4.188,1000,116.506,491.431
420.1512934,4.186,999,116.784,492.593
421.1599534,4.186,999,117.062,493.755
422.1528021,4.186,999,117.34,494.917
423.1608664,4.186,999,117.615,496.068
424.1532103,4.186,999,117.895,497.242
425.1461689,4.186,999,118.173,498.404
426.1550217,4.188,999,118.451,499.566
427.1477146,4.186,1000,118.729,500.728
428.1403292,4.186,1000,119.006,501.89
429.148736,4.186,999,119.284,503.052
430.1416909,4.186,999,119.562,504.214
431.1495049,4.186,999,119.84,505.376
432.1422088,4.188,999,120.117,506.538
433.1348229,4.186,1000,120.395,507.7
434.1439943,4.186,1000,120.673,508.862
435.1370937,4.186,1000,120.951,510.024
436.14521,4.186,999,121.229,511.186
437.1371639,4.186,999,121.506,512.348
438.1301731,4.186,1000,121.784,513.51
439.1385967,4.186,1000,122.062,514.672
440.1309295,4.186,999,122.34,515.833
441.1238832,4.186,999,122.617,516.995
442.1326287,4.186,999,122.895,518.157
443.1255734,4.186,1000,123.173,519.319
444.1339596,4.186,999,123.451,520.481
445.1269185,4.186,999,123.729,521.643
446.1188772,4.186,1000,124.006,522.804
447.1278469,4.186,1000,124.284,523.966
448.1199678,4.186,999,124.562,525.128
449.1289611,4.186,999,124.84,526.29
450.1217564,4.184,1000,125.117,527.451
451.1143944,4.186,999,125.395,528.613
452.1229878,4.184,1000,125.673,529.775
453.1151453,4.184,999,125.951,530.936
454.1241574,4.184,999,126.229,532.098
455.1161107,4.184,1000,126.506,533.26
456.1090653,4.186,999,126.784,534.421
457.1178538,4.184,1000,127.062,535.583
458.1102688,4.184,999,127.34,536.744
459.1032493,4.186,999,127.617,537.906
460.1112186,4.186,1000,127.895,539.068
461.1036498,4.184,999,128.173,540.229
462.1130893,4.186,1000,128.451,541.391
463.1050364,4.186,999,128.729,542.553
464.0978186,4.184,999,129.006,543.714
465.1067795,4.186,1000,129.284,544.876
466.0987334,4.184,999,129.562,546.037
467.1077404,4.184,1000,129.84,547.199
468.1006949,4.186,999,130.117,548.36
469.0926483,4.184,999,130.395,549.522
470.1018814,4.186,999,130.673,550.683
471.0938344,4.184,999,130.951,551.845
472.1032254,4.184,999,131.229,553.006
473.0951781,4.186,1000,131.506,554.167
474.0881327,4.184,999,131.784,555.329
475.0973425,4.182,999,132.062,556.49
476.0892958,4.184,999,132.34,557.652
477.0822484,4.184,999,132.617,558.813
478.0902174,4.184,999,132.895,559.974
479.0831726,4.184,999,133.173,561.136
480.0921408,4.184,999,133.451,562.297
481.0840953,4.184,999,133.729,563.458
482.0774822,4.182,999,134.006,564.62
483.0854345,4.182,1000,134.284,565.781
484.0783888,4.184,999,134.562,566.942
485.0863583,4.184,999,134.84,568.103
486.0793121,4.182,999,135.117,569.264
487.0720863,4.184,999,135.395,570.426
488.0810108,4.184,1000,135.673,571.587
489.0739659,4.182,999,135.951,572.748
490.0658197,4.182,1000,136.229,573.909
491.0747894,4.184,999,136.506,575.07
492.0673924,4.184,999,136.784,576.231
493.0753614,4.182,999,137.062,577.393
494.0683151,4.182,999,137.34,578.554
495.06127,4.184,1000,137.617,579.715
496.0692387,4.182,999,137.895,580.876
497.062193,4.182,1000,138.173,582.037
498.0711678,4.184,999,138.451,583.198
499.063128,4.184,1000,138.729,584.359
500.0560817,4.182,1000,139.006,585.52
501.0646899,4.182,999,139.284,586.681
502.0571777,4.182,999,139.562,587.842
503.0495634,4.182,1000,139.84,589.003
504.0585348,4.182,999,140.117,590.164
505.0509034,4.182,1000,140.395,591.324
506.0594356,4.182,999,140.673,592.485
507.0523891,4.182,999,140.951,593.646
508.0453439,4.18,999,141.229,594.807
509.0533121,4.182,999,141.506,595.967
510.046267,4.182,999,141.784,597.128
511.0551926,4.18,999,142.062,598.289
512.0471465,4.182,999,142.34,599.449
513.0397705,4.182,999,142.617,600.61
514.0487399,4.178,999,142.895,601.77
515.0410363,4.178,999,143.173,602.931
516.0342611,4.18,1000,143.451,604.091
517.042229,4.178,1000,143.729,605.251
518.034531,4.18,999,144.006,606.411
519.0435007,4.182,999,144.284,607.572
520.0357462,4.18,1000,144.562,608.732
521.0284721,4.182,1000,144.84,609.892
522.0374415,4.176,999,145.117,611.052
523.0298986,4.18,1000,145.395,612.213
524.0384049,4.178,1000,145.673,613.373
525.0313586,4.18,1000,145.951,614.533
526.0236675,4.178,999,146.229,615.693
527.0326372,4.18,999,146.506,616.853
528.0249159,4.18,999,146.784,618.013
529.0178705,4.18,999,147.062,619.173
530.0268396,4.178,999,147.34,620.333
531.0188268,4.18,1000,147.617,621.493
532.0273855,4.178,1000,147.895,622.652
533.0204499,4.18,999,148.173,623.812
534.0133077,4.178,999,148.451,624.972
535.0217256,4.178,999,148.729,626.132
536.0147078,4.178,1000,149.006,627.292
537.0062461,4.178,999,149.284,628.452
538.0158077,4.178,1000,149.562,629.611
539.0077824,4.176,999,149.84,630.771
540.0168391,4.178,999,150.117,631.93
541.0102133,4.176,999,150.395,633.09
542.002331,4.178,1000,150.673,634.249
543.0102995,4.176,1000,150.951,635.409
544.0033581,4.176,1000,151.229,636.568
545.0116329,4.176,999,151.506,637.728
546.004412,4.176,999,151.784,638.887
546.9964009,4.178,999,152.062,640.046
548.0051043,4.176,999,152.34,641.206
548.9985186,4.176,999,152.617,642.365
550.006346,4.176,999,152.895,643.524
550.9993074,4.176,1000,153.173,644.683
551.9915884,4.174,999,153.451,645.842
553.000479,4.176,999,153.729,647.001
553.9932794,4.174,999,154.006,648.16
554.9863859,4.174,1000,154.284,649.319
555.9943307,4.174,999,154.562,650.477
556.9862832,4.174,999,154.84,651.636
557.9951892,4.176,999,155.117,652.795
558.9881435,4.173,1000,155.395,653.953
559.9808389,4.174,999,155.67,655.1
560.988823,4.173,999,155.951,656.27
561.981783,4.174,1000,156.229,657.429
562.9902717,4.173,1000,156.506,658.587
563.9830158,4.173,999,156.784,659.745
564.9751634,4.173,1000,157.062,660.904
565.9841467,4.173,1000,157.34,662.062
566.9773135,4.173,1000,157.617,663.22
567.9689838,4.173,999,157.895,664.379
568.9776238,4.173,1000,158.173,665.537
569.9704259,4.171,999,158.451,666.695
570.9789903,4.173,1000,158.729,667.853
571.9720498,4.171,1000,159.006,669.011
572.9648298,4.171,1000,159.284,670.169
573.972689,4.171,1000,159.562,671.327
574.9654507,4.171,1000,159.84,672.485
575.9741115,4.171,999,160.117,673.642
576.9672632,4.171,1000,160.395,674.8
577.9590038,4.171,999,160.673,675.958
578.967862,4.169,999,160.951,677.116
579.9608086,4.171,999,161.229,678.273
580.9528848,4.169,999,161.506,679.431
581.961735,4.169,1000,161.784,680.588
582.9540468,4.169,999,162.062,681.745
583.9631484,4.169,999,162.34,682.903
584.9555111,4.171,999,162.617,684.06
585.9481923,4.169,1000,162.895,685.217
586.9569031,4.169,1000,163.173,686.374
587.9494626,4.167,1000,163.451,687.531
588.9575104,4.169,999,163.729,688.688
589.9502676,4.167,999,164.006,689.845
590.9433511,4.169,999,164.284,691.002
591.9523148,4.167,999,164.562,692.159
592.944942,4.167,999,164.84,693.315
593.9534597,4.167,999,165.117,694.472
594.9452802,4.167,999,165.395,695.629
595.9382347,4.167,999,165.673,696.785
596.9470312,4.167,999,165.951,697.942
597.9389851,4.167,999,166.229,699.098
598.9322773,4.165,1000,166.506,700.255
599.9408872,4.165,999,166.784,701.411
600.9327936,4.165,999,167.062,702.567
601.9414069,4.165,999,167.34,703.723
602.934281,4.165,1000,167.617,704.879
603.9272691,4.165,999,167.895,706.035
604.9362436,4.163,1000,168.173,707.191
605.9281972,4.163,999,168.451,708.347
606.9369468,4.165,999,168.729,709.503
607.9298871,4.163,999,169.006,710.659
608.9226526,4.163,1000,169.284,711.814
609.9302708,4.163,999,169.562,712.97
610.9232254,4.163,1000,169.84,714.125
611.9321832,4.163,999,170.117,715.281
612.9248431,4.163,999,170.395,716.437
613.9180733,4.163,999,170.673,717.592
614.9254222,4.163,999,170.951,718.747
615.9184903,4.163,999,171.229,719.903
616.9111715,4.163,999,171.506,721.058
617.9189496,4.161,999,171.784,722.213
618.9118326,4.161,999,172.062,723.368
619.9203249,4.163,999,172.34,724.524
620.9132329,4.161,1000,172.617,725.679
621.9063954,4.161,1000,172.895,726.834
622.9143641,4.161,999,173.173,727.989
623.90741,4.159,999,173.451,729.143
624.9153076,4.161,999,173.729,730.298
625.9084878,4.161,999,174.006,731.453
626.9006263,4.161,999,174.284,732.608
627.9096153,4.159,1000,174.562,733.762
628.9023676,4.161,999,174.84,734.917
629.8943014,4.159,999,175.117,736.071
630.903048,4.161,999,175.395,737.226
631.8957335,4.159,999,175.673,738.381
632.9047524,4.159,999,175.951,739.535
633.8977969,4.159,1000,176.229,740.69
634.889315,4.159,999,176.506,741.844
635.8982514,4.159,999,176.784,742.999
636.8909048,4.158,999,177.062,744.153
637.8988533,4.159,999,177.34,745.307
638.8923233,4.158,999,177.617,746.461
639.8861073,4.159,999,177.895,747.616
640.8941557,4.158,999,178.173,748.77
641.8860906,4.159,1000,178.451,749.924
642.8780439,4.158,999,178.729,751.079
643.8870753,4.159,1000,179.006,752.233
644.8800387,4.158,999,179.284,753.387
645.8888144,4.158,1000,179.562,754.541
646.8810806,4.158,1000,179.84,755.696
647.8731275,4.158,1000,180.117,756.85
648.8821012,4.158,1000,180.395,758.004
649.8747628,4.158,999,180.673,759.158
650.8833186,4.158,999,180.951,760.313
651.8762789,4.156,999,181.229,761.467
652.8683381,4.158,1000,181.506,762.621
653.877498,4.158,999,181.784,763.775
654.8695302,4.156,999,182.062,764.929
655.8785001,4.158,999,182.34,766.083
656.8715028,4.156,999,182.617,767.237
657.863457,4.158,999,182.895,768.391
658.8730721,4.156,999,183.173,769.545
659.8650593,4.158,1000,183.451,770.699
660.857146,4.156,999,183.729,771.853
661.8659245,4.158,999,184.006,773.007
662.8588788,4.158,1000,184.284,774.161
663.8675598,4.158,999,184.562,775.315
664.8595316,4.158,999,184.84,776.469
665.8526154,4.156,999,185.117,777.622
666.8607459,4.156,1000,185.395,778.776
667.8537005,4.156,999,185.673,779.93
668.8466548,4.156,999,185.951,781.084
669.8546233,4.156,999,186.229,782.238
670.8476564,4.156,999,186.506,783.391
671.856626,4.158,999,186.784,784.545
672.8491264,4.156,1000,187.062,785.699
673.8419933,4.158,999,187.34,786.852
674.8506638,4.158,999,187.617,788.006
675.8428433,4.156,999,187.895,789.16
676.851093,4.156,1000,188.173,790.313
677.8437248,4.156,999,188.451,791.467
678.8369396,4.156,1000,188.729,792.62
679.8452701,4.156,999,189.006,793.774
680.8376752,4.156,1000,189.284,794.928
681.830768,4.156,999,189.562,796.081
682.8395286,4.156,1000,189.84,797.235
683.8316503,4.156,1000,190.117,798.388
684.8406337,4.156,999,190.395,799.542
685.8332117,4.156,999,190.673,800.695
