Recording,10830mWh
Current Setpoint,1000
Low Voltage Stop,2900
Seconds, Voltage, Current, mAh, mWh
1844.3489403,4.032,999,512.896,2118.424
1845.3411138,4.034,1000,513.173,2119.543
1846.3340448,4.032,999,513.451,2120.663
1847.3421057,4.034,1000,513.729,2121.783
1848.3355299,4.034,1000,514.007,2122.902
1849.3434323,4.034,1000,514.284,2124.022
1850.3361147,4.034,999,514.562,2125.141
1851.3287131,4.032,999,514.84,2126.261
1852.3372544,4.034,999,515.118,2127.381
1853.3296447,4.032,999,515.396,2128.5
1854.3389927,4.034,999,515.673,2129.62
1855.3314415,4.032,999,515.951,2130.739
1856.3242675,4.034,999,516.229,2131.859
1857.332174,4.034,999,516.507,2132.978
1858.325448,4.034,999,516.784,2134.098
1859.3175174,4.034,999,517.062,2135.217
1860.3265866,4.034,999,517.34,2136.336
1861.3191933,4.034,999,517.618,2137.456
1862.3271623,4.032,999,517.896,2138.575
1863.3201166,4.034,999,518.173,2139.695
1864.3126767,4.032,999,518.451,2140.814
1865.3210672,4.034,1000,518.729,2141.934
1866.3144152,4.032,999,519.007,2143.053
1867.3065679,4.032,999,519.284,2144.173
1868.3154128,4.032,1000,519.565,2145.303
1869.3077956,4.032,1000,519.84,2146.411
1870.3167095,4.034,999,520.118,2147.531
1871.3090935,4.032,999,520.396,2148.65
1872.3018331,4.032,1000,520.673,2149.769
1873.309863,4.032,999,520.951,2150.888
1874.3023732,4.032,999,521.229,2152.008
1875.3107846,4.032,999,521.507,2153.127
1876.303645,4.032,1000,521.784,2154.246
1877.2969108,4.032,999,522.062,2155.365
1878.3054034,4.032,999,522.34,2156.484
1879.2979641,4.032,1000,522.618,2157.603
1880.2903694,4.032,1000,522.896,2158.723
1881.2989815,4.032,1000,523.173,2159.842
1882.2919697,4.03,999,523.451,2160.961
1883.3003486,4.032,999,523.729,2162.08
1884.2928642,4.03,999,524.007,2163.199
1885.2858359,4.032,999,524.284,2164.318
1886.2940339,4.03,999,524.562,2165.437
1887.2871412,4.03,999,524.84,2166.556
1888.2801476,4.032,999,525.118,2167.674
1889.2875269,4.03,999,525.396,2168.793
1890.2807867,4.032,999,525.673,2169.912
1891.288845,4.03,999,525.951,2171.031
1892.2818059,4.032,1000,526.229,2172.15
1893.2740832,4.03,999,526.507,2173.269
1894.2829021,4.032,999,526.784,2174.387
1895.2756138,4.03,999,527.062,2175.506
1896.2846358,4.03,999,527.34,2176.625
1897.2770983,4.03,999,527.618,2177.744
1898.2697957,4.03,999,527.896,2178.863
1899.2785558,4.03,999,528.173,2179.981
1900.2708192,4.03,999,528.451,2181.1
1901.2627793,4.03,999,528.729,2182.218
1902.2720221,4.028,999,529.007,2183.337
1903.2651308,4.03,999,529.284,2184.456
1904.272876,4.03,999,529.562,2185.574
1905.2658408,4.03,999,529.84,2186.693
1906.2582894,4.03,1000,530.118,2187.811
1907.2672997,4.03,999,530.396,2188.93
1908.2597824,4.03,999,530.673,2190.048
1909.2679056,4.028,1000,530.951,2191.167
1910.2607879,4.03,999,531.229,2192.285
1911.2537727,4.028,1000,531.507,2193.403
1912.262147,4.03,1000,531.784,2194.522
1913.254874,4.028,1000,532.062,2195.64
1914.2473129,4.028,999,532.34,2196.758
1915.2562769,4.028,999,532.618,2197.876
1916.2489354,4.028,999,532.896,2198.995
1917.2568447,4.028,999,533.173,2200.113
1918.249859,4.028,999,533.451,2201.231
1919.2421266,4.028,1000,533.729,2202.349
1920.2511444,4.028,999,534.007,2203.467
1921.2441374,4.028,1000,534.284,2204.585
1922.23599,4.026,1000,534.562,2205.703
1923.2451577,4.028,999,534.84,2206.821
1924.2378546,4.026,1000,535.118,2207.939
1925.2462431,4.028,999,535.396,2209.057
1926.2389628,4.028,999,535.673,2210.174
1927.2317751,4.026,1000,535.951,2211.292
1928.2397376,4.028,1000,536.229,2212.41
1929.2327963,4.026,999,536.507,2213.527
1930.2405787,4.028,999,536.782,2214.634
1931.2334223,4.026,999,537.062,2215.763
1932.2265137,4.026,999,537.34,2216.88
1933.2343041,4.026,999,537.618,2217.998
1934.2273435,4.026,999,537.896,2219.115
1935.2202332,4.026,999,538.173,2220.232
1936.2281493,4.026,999,538.451,2221.35
1937.2209508,4.026,999,538.729,2222.467
1938.2292859,4.024,999,539.007,2223.584
1939.222527,4.026,999,539.284,2224.702
1940.2148216,4.024,1000,539.562,2225.819
1941.2234619,4.026,999,539.84,2226.936
1942.2159842,4.024,1000,540.118,2228.053
1943.2084398,4.024,999,540.396,2229.17
1944.217874,4.024,999,540.673,2230.287
1945.2100754,4.024,999,540.951,2231.404
1946.2187908,4.024,999,541.229,2232.521
1947.2110368,4.024,999,541.507,2233.638
1948.2033514,4.026,1000,541.784,2234.755
1949.2123157,4.022,999,542.062,2235.872
1950.2054426,4.024,999,542.34,2236.989
1951.2133661,4.022,1000,542.618,2238.106
1952.2060664,4.024,999,542.896,2239.222
1953.1984814,4.022,999,543.173,2240.339
1954.2075441,4.024,999,543.451,2241.456
1955.1996186,4.022,999,543.729,2242.572
1956.1928707,4.022,999,544.007,2243.689
1957.2017906,4.022,999,544.284,2244.805
1958.1943427,4.02,999,544.562,2245.922
1959.2028215,4.022,1000,544.84,2247.038
1960.1954532,4.02,999,545.118,2248.154
1961.1879714,4.022,999,545.396,2249.27
1962.1967625,4.02,1000,545.673,2250.387
1963.1890088,4.022,999,545.951,2251.503
1964.1821059,4.02,999,546.229,2252.619
1965.1902217,4.022,999,546.507,2253.735
1966.1832169,4.022,999,546.784,2254.851
1967.1914283,4.02,999,547.062,2255.967
1968.1837981,4.02,999,547.34,2257.083
1969.1767748,4.02,999,547.618,2258.199
1970.1849461,4.02,999,547.896,2259.315
1971.1781023,4.019,1000,548.173,2260.431
1972.1869039,4.02,999,548.451,2261.546
1973.1796452,4.019,999,548.729,2262.662
1974.1719066,4.019,999,549.007,2263.778
1975.1806288,4.02,999,549.284,2264.894
1976.172996,4.019,1000,549.562,2266.009
1977.16601,4.02,999,549.84,2267.125
1978.1748184,4.017,999,550.118,2268.241
1979.166803,4.019,1000,550.396,2269.356
1980.1758222,4.017,999,550.673,2270.472
1981.1678529,4.019,1000,550.951,2271.588
1982.1612447,4.017,999,551.229,2272.703
1983.1696839,4.019,999,551.507,2273.819
1984.1621683,4.019,1000,551.784,2274.934
1985.154717,4.017,1000,552.062,2276.049
1986.1629505,4.019,999,552.34,2277.165
1987.1561776,4.017,1000,552.618,2278.28
1988.1642627,4.019,1000,552.896,2279.395
1989.1569686,4.017,1000,553.173,2280.51
1990.150093,4.017,999,553.451,2281.625
1991.158136,4.015,1000,553.729,2282.74
1992.1510661,4.017,999,554.007,2283.855
1993.1598347,4.017,1000,554.284,2284.97
1994.1519977,4.017,1000,554.562,2286.085
1995.1447622,4.017,999,554.84,2287.2
1996.1529756,4.017,999,555.118,2288.314
1997.1455652,4.017,999,555.396,2289.429
1998.1384854,4.015,999,555.673,2290.544
1999.1469018,4.015,1000,555.948,2291.647
2000.1399358,4.015,999,556.229,2292.773
2001.1487061,4.015,999,556.507,2293.888
2002.1411882,4.015,999,556.784,2295.002
2003.1336823,4.015,999,557.062,2296.116
2004.1426255,4.015,999,557.34,2297.231
2005.1345441,4.013,999,557.618,2298.345
2006.1274142,4.015,999,557.896,2299.46
2007.1357024,4.013,999,558.173,2300.574
2008.1286945,4.015,1000,558.451,2301.688
2009.1376343,4.013,1000,558.729,2302.802
2010.1295268,4.013,1000,559.007,2303.916
2011.1225664,4.013,1000,559.284,2305.03
2012.1307274,4.013,999,559.562,2306.145
2013.1233694,4.013,999,559.84,2307.258
2014.1165971,4.013,1000,560.118,2308.372
2015.1244771,4.013,1000,560.396,2309.486
2016.1175784,4.011,999,560.673,2310.6
2017.1258384,4.013,1000,560.951,2311.714
2018.1188354,4.011,999,561.229,2312.828
2019.1100136,4.013,1000,561.507,2313.942
2020.1203401,4.011,999,561.784,2315.055
2021.1124891,4.013,1000,562.062,2316.169
2022.1210017,4.011,999,562.34,2317.282
2023.1141995,4.011,1000,562.618,2318.396
2024.1066367,4.013,999,562.896,2319.51
2025.1149089,4.011,999,563.173,2320.623
2026.1075159,4.013,999,563.451,2321.737
2027.1002856,4.011,999,563.729,2322.85
2028.1089154,4.011,999,564.007,2323.963
2029.0942875,4.011,1000,564.284,2325.077
2030.1103327,4.011,999,564.562,2326.19
2031.1022047,4.011,999,564.84,2327.303
2032.0956961,4.009,1000,565.118,2328.417
2033.103929,4.011,999,565.396,2329.53
2034.0968299,4.011,999,565.673,2330.643
2035.0889829,4.009,999,565.951,2331.756
2036.0978908,4.009,999,566.229,2332.869
2037.0896789,4.009,999,566.507,2333.982
2038.0987353,4.011,1000,566.784,2335.095
2039.0911304,4.009,1000,567.062,2336.208
2040.0841234,4.009,999,567.34,2337.321
2041.0931159,4.009,999,567.618,2338.434
2042.085169,4.009,999,567.896,2339.547
2043.0937951,4.009,999,568.173,2340.66
2044.0868077,4.011,999,568.451,2341.772
2045.0789403,4.009,999,568.729,2342.885
2046.0874252,4.009,999,569.007,2343.998
2047.0797543,4.009,999,569.284,2345.111
2048.073492,4.009,999,569.562,2346.224
2049.0813287,4.009,999,569.84,2347.337
2050.0738535,4.009,999,570.118,2348.449
2051.0822412,4.007,999,570.396,2349.562
2052.0756282,4.009,1000,570.673,2350.674
2053.0683552,4.009,999,570.951,2351.787
2054.0768504,4.009,999,571.229,2352.9
2055.0691366,4.009,1000,571.507,2354.012
2056.0623207,4.007,999,571.784,2355.125
2057.0703201,4.007,999,572.062,2356.237
2058.0631828,4.007,999,572.34,2357.35
2059.0715199,4.007,999,572.618,2358.462
2060.0645502,4.007,999,572.896,2359.575
2061.0570124,4.007,999,573.173,2360.687
2062.0659826,4.007,999,573.451,2361.8
2063.0582386,4.007,1000,573.729,2362.912
2064.0514734,4.007,999,574.007,2364.024
2065.0594421,4.007,999,574.284,2365.136
2066.0523961,4.007,999,574.562,2366.249
2067.0605642,4.007,999,574.837,2367.35
2068.0533209,4.007,999,575.118,2368.473
2069.0461742,4.005,999,575.396,2369.585
2070.0540985,4.007,999,575.673,2370.697
2071.0468933,4.005,999,575.951,2371.81
2072.0555156,4.007,999,576.229,2372.922
2073.0487717,4.007,999,576.507,2374.034
2074.0413503,4.007,999,576.784,2375.146
2075.0498745,4.005,1000,577.062,2376.258
2076.0420708,4.007,999,577.34,2377.37
2077.0346109,4.007,999,577.618,2378.483
2078.0437314,4.005,999,577.896,2379.595
2079.0353178,4.007,1000,578.173,2380.707
2080.044666,4.007,1000,578.451,2381.819
2081.0374849,4.005,999,578.729,2382.931
2082.0301198,4.005,999,579.007,2384.043
2083.0384481,4.005,1000,579.284,2385.155
2084.0307846,4.007,999,579.562,2386.267
2085.0231998,4.005,999,579.84,2387.379
2086.0326519,4.005,999,580.118,2388.491
2087.025094,4.005,999,580.396,2389.602
2088.0337306,4.007,999,580.673,2390.714
2089.0260986,4.005,1000,580.951,2391.826
2090.0183845,4.007,999,581.229,2392.938
2091.026707,4.005,999,581.507,2394.05
2092.0195453,4.005,1000,581.784,2395.162
2093.0282806,4.005,1000,582.062,2396.274
2094.0206413,4.005,1000,582.34,2397.385
2095.0135961,4.005,1000,582.618,2398.497
2096.0218661,4.005,999,582.896,2399.609
2097.015026,4.005,999,583.173,2400.721
2098.0078091,4.005,999,583.451,2401.832
2099.0166198,4.005,999,583.729,2402.944
2100.0085828,4.007,999,584.007,2404.056
2101.0171241,4.005,1000,584.284,2405.168
2102.0093778,4.005,999,584.562,2406.279
2103.0023216,4.005,1000,584.84,2407.391
2104.0108069,4.005,1000,585.118,2408.503
2105.0033897,4.005,999,585.396,2409.614
2105.9959363,4.005,999,585.673,2410.726
2107.0046415,4.005,999,585.951,2411.838
2107.9980427,4.005,999,586.229,2412.949
2109.0060606,4.005,999,586.507,2414.061
2109.999067,4.005,999,586.784,2415.173
2110.9911378,4.005,1000,587.062,2416.284
2111.9996981,4.003,999,587.34,2417.396
2112.993029,4.005,1000,587.618,2418.507
2113.9849881,4.003,999,587.896,2419.619
2114.9944803,4.005,1000,588.173,2420.73
2115.9866191,4.003,999,588.451,2421.842
2116.9945881,4.005,1000,588.729,2422.954
2117.9875429,4.005,1000,589.007,2424.065
2118.9805456,4.005,1000,589.284,2425.177
2119.9885189,4.003,999,589.562,2426.288
2120.9817295,4.003,999,589.84,2427.4
2121.9744721,4.005,999,590.118,2428.511
2122.9824406,4.003,999,590.396,2429.623
2123.9753952,4.005,999,590.673,2430.734
2124.9833639,4.003,999,590.951,2431.845
2125.9768219,4.005,999,591.229,2432.957
2126.9596639,4.003,999,591.507,2434.068
2127.9778576,4.005,1000,591.787,2435.191
2128.9703869,4.005,999,592.062,2436.291
2129.9631177,4.005,999,592.34,2437.403
2130.9717764,4.005,999,592.618,2438.514
2131.9641499,4.003,999,592.896,2439.625
2132.9597626,4.005,1000,593.173,2440.737
2133.9651776,4.005,999,593.451,2441.848
2134.9583919,4.005,1000,593.729,2442.959
2135.9603713,4.003,999,594.004,2444.06
2136.9594037,4.005,1000,594.284,2445.182
2137.9676284,4.003,999,594.562,2446.293
2138.9605181,4.003,1000,594.84,2447.404
2139.9533154,4.005,1000,595.118,2448.516
2140.9613501,4.003,999,595.396,2449.627
2141.9542717,4.003,999,595.673,2450.738
2142.9471668,4.003,999,595.951,2451.85
2143.9559411,4.003,999,596.229,2452.961
2144.9481004,4.003,999,596.507,2454.072
2145.9566599,4.005,999,596.784,2455.183
2146.9495445,4.003,999,597.062,2456.295
2147.9424339,4.003,1000,597.34,2457.406
2148.9509201,4.003,999,597.618,2458.517
2149.9435672,4.003,999,597.896,2459.628
2150.9360217,4.005,1000,598.173,2460.74
2151.9548969,4.003,999,598.451,2461.851
2152.9371669,4.005,999,598.729,2462.962
2153.9458965,4.003,999,599.007,2464.073
2154.93793,4.003,999,599.284,2465.184
2155.9305595,4.003,1000,599.562,2466.295
2156.9394268,4.003,999,599.84,2467.407
2157.9320466,4.003,999,600.118,2468.518
2158.9242389,4.003,999,600.396,2469.629
2159.9335268,4.003,999,600.673,2470.74
2160.926317,4.003,1000,600.951,2471.851
2161.9345634,4.003,999,601.229,2472.962
2162.9266012,4.002,999,601.507,2474.073
2163.9095948,4.003,999,601.784,2475.184
2164.9282729,4.002,999,602.062,2476.295
2165.9208926,4.003,999,602.34,2477.407
2166.9289137,4.002,1000,602.618,2478.518
2167.9216788,4.003,999,602.896,2479.629
2168.9150484,4.003,999,603.173,2480.74
2169.9233016,4.002,999,603.451,2481.851
2170.9161728,4.003,999,603.729,2482.962
2171.908327,4.002,999,604.007,2484.073
2172.9097606,4.003,999,604.284,2485.184
2173.9097017,4.002,999,604.562,2486.295
2174.9094494,4.003,1000,604.84,2487.406
2175.9103989,4.003,999,605.118,2488.517
2176.9040726,4.002,999,605.396,2489.628
2177.908604,4.003,1000,605.673,2490.739
2178.905476,4.003,999,605.951,2491.85
2179.8980759,4.003,999,606.229,2492.961
2180.9062463,4.002,999,606.507,2494.072
2181.8991346,4.003,1000,606.784,2495.183
2182.9074745,4.002,999,607.062,2496.294
2183.900172,4.002,999,607.34,2497.405
2184.8922322,4.002,999,607.618,2498.516
2185.9006871,4.002,999,607.896,2499.627
2186.8934923,4.002,1000,608.176,2500.749
2187.9024615,4.002,1000,608.451,2501.848
2188.8946654,4.003,999,608.729,2502.959
2189.8875981,4.002,999,609.007,2504.07
2190.8965675,4.002,999,609.284,2505.181
2191.8884173,4.002,999,609.562,2506.292
2192.8813713,4.002,1000,609.84,2507.403
2193.8895718,4.002,999,610.118,2508.514
2194.8830549,4.002,999,610.396,2509.625
2195.8912959,4.002,999,610.673,2510.736
2196.8842504,4.002,1000,610.951,2511.847
2197.8762049,4.003,999,611.229,2512.957
2198.8851729,4.002,999,611.507,2514.068
2199.8781278,4.002,999,611.784,2515.179
2200.8703584,4.002,999,612.062,2516.29
2201.8789663,4.002,999,612.34,2517.401
2202.871391,4,999,612.618,2518.511
2203.8804099,4.002,999,612.896,2519.622
2204.8729841,4.002,999,613.173,2520.733
2205.8590984,4.002,1000,613.451,2521.844
2206.8739288,4.002,999,613.729,2522.954
2207.8665087,4.002,999,614.007,2524.065
2208.8756994,4.002,999,614.284,2525.176
2209.8681642,4,999,614.562,2526.286
2210.8602564,4.002,999,614.84,2527.397
2211.8588327,4,999,615.118,2528.507
2212.8595919,4.002,1000,615.396,2529.618
2213.8544415,4,1000,615.673,2530.728
2214.8596604,4.002,999,615.951,2531.839
2215.8552467,4,999,616.229,2532.949
2216.8641618,4,999,616.507,2534.06
2217.8570353,4.002,999,616.784,2535.17
2218.8493268,4,999,617.062,2536.281
2219.8580306,4.002,999,617.34,2537.391
2220.850478,4,999,617.618,2538.501
2221.8427829,4,1000,617.896,2539.612
2222.8515452,4,1000,618.173,2540.722
2223.8445578,4,1000,618.451,2541.832
2224.8530502,4,1000,618.729,2542.943
2225.8458706,4,999,619.007,2544.053
2226.8382551,4.002,999,619.284,2545.163
2227.8472248,3.998,999,619.562,2546.273
2228.8391784,4,999,619.84,2547.383
2229.8476392,3.998,999,620.118,2548.493
2230.8406353,4,999,620.396,2549.603
2231.8333456,3.996,1000,620.673,2550.713
2232.8423173,4,999,620.951,2551.823
2233.8339728,3.998,999,621.229,2552.933
2234.8272479,3.998,999,621.507,2554.043
2235.8357474,3.998,999,621.784,2555.153
2236.8288408,3.998,999,622.062,2556.263
2237.8365914,4,999,622.34,2557.373
2238.829243,3.998,1000,622.618,2558.482
2239.8227472,4,1000,622.896,2559.592
2240.830729,3.996,1000,623.173,2560.702
2241.823235,3.998,999,623.451,2561.812
2242.8157694,3.996,1000,623.729,2562.921
2243.8244567,3.998,999,624.007,2564.031
2244.8170844,3.998,999,624.284,2565.14
2245.8259824,3.996,999,624.562,2566.25
2246.8187069,3.998,999,624.84,2567.359
2247.8108315,3.996,999,625.118,2568.469
2248.819771,3.998,999,625.396,2569.578
2249.812343,3.996,999,625.673,2570.687
2250.8213716,3.998,999,625.951,2571.797
2251.8135633,3.994,1000,626.229,2572.906
2252.8064553,3.996,999,626.507,2574.015
2253.8147915,3.996,999,626.784,2575.124
2254.8072728,3.996,999,627.062,2576.233
2255.7998971,3.998,999,627.34,2577.342
2256.8086691,3.996,999,627.618,2578.452
2257.801622,3.996,1000,627.896,2579.561
2258.8095068,3.994,999,628.173,2580.669
2259.8023331,3.994,999,628.451,2581.778
2260.7953002,3.994,999,628.729,2582.887
2261.804077,3.994,1000,629.007,2583.996
2262.7964804,3.994,1000,629.284,2585.105
2263.8051349,3.994,999,629.562,2586.213
2264.797885,3.994,999,629.84,2587.322
2265.790577,3.992,999,630.118,2588.431
2266.798546,3.994,999,630.396,2589.539
2267.7915003,3.994,999,630.673,2590.648
2268.7834198,3.994,1000,630.951,2591.756
2269.7921213,3.992,999,631.229,2592.865
2270.7854593,3.992,999,631.507,2593.973
2271.7931748,3.992,999,631.784,2595.081
2272.7863297,3.992,999,632.059,2596.178
2273.7786505,3.992,999,632.34,2597.297
2274.7874623,3.992,999,632.618,2598.406
2275.7797362,3.992,999,632.896,2599.513
2276.7727335,3.99,999,633.173,2600.621
2277.7816855,3.992,999,633.451,2601.729
2278.7736466,3.99,999,633.729,2602.837
2279.7824379,3.992,999,634.007,2603.945
2280.7755341,3.99,1000,634.285,2605.053
2281.7678498,3.99,999,634.562,2606.16
2282.7762134,3.99,999,634.84,2607.268
2283.7691492,3.99,999,635.118,2608.375
2284.76122,3.99,1000,635.396,2609.483
2285.7702272,3.988,1000,635.673,2610.59
2286.7623145,3.99,999,635.951,2611.697
2287.7717075,3.987,999,636.229,2612.805
2288.7636617,3.988,1000,636.507,2613.912
2289.7564501,3.988,999,636.785,2615.019
2290.7655942,3.988,1000,637.062,2616.126
2291.758154,3.988,1000,637.34,2617.233
2292.7663835,3.988,999,637.618,2618.34
2293.7586705,3.99,999,637.896,2619.447
2294.7514155,3.988,999,638.173,2620.554
2295.7602822,3.988,999,638.451,2621.661
2296.7528829,3.987,999,638.729,2622.768
2297.7450536,3.988,999,639.007,2623.875
2298.7541498,3.987,1000,639.285,2624.982
2299.7469733,3.988,999,639.562,2626.088
2300.7550365,3.987,999,639.84,2627.195
2301.7480053,3.987,999,640.118,2628.302
2302.7407994,3.987,1000,640.396,2629.409
2303.7490267,3.987,999,640.673,2630.515
2304.7415819,3.987,1000,640.951,2631.622
2305.7345849,3.985,999,641.229,2632.728
2306.742943,3.987,999,641.507,2633.835
2307.7351995,3.985,999,641.785,2634.941
2308.7441652,3.985,999,642.062,2636.048
2309.7366283,3.985,1000,642.34,2637.154
2310.7294998,3.985,999,642.618,2638.26
2311.7381134,3.985,999,642.896,2639.367
2312.7300519,3.985,999,643.173,2640.473
2313.7387764,3.985,999,643.451,2641.579
2314.7316829,3.985,999,643.729,2642.685
2315.7239287,3.985,999,644.007,2643.791
2316.7329527,3.983,999,644.285,2644.897
2317.7253375,3.985,999,644.562,2646.003
2318.7081107,3.983,999,644.84,2647.109
2319.7270084,3.983,999,645.118,2648.214
2320.719738,3.983,999,645.396,2649.32
2321.7279422,3.983,999,645.673,2650.426
2322.7208757,3.983,999,645.951,2651.532
2323.713394,3.983,999,646.229,2652.637
2324.7221691,3.983,999,646.507,2653.743
2325.7150267,3.983,999,646.785,2654.848
2326.7234284,3.983,1000,647.062,2655.954
2327.7086031,3.981,999,647.34,2657.059
2328.708301,3.983,999,647.618,2658.164
2329.7165838,3.981,999,647.896,2659.27
2330.7096211,3.981,999,648.173,2660.375
2331.7022935,3.981,999,648.451,2661.48
2332.7085559,3.981,999,648.729,2662.585
2333.7034848,3.981,999,649.007,2663.69
2334.7088813,3.981,999,649.285,2664.795
2335.7051767,3.981,999,649.562,2665.9
2336.69752,3.979,1000,649.84,2667.005
2337.7056781,3.981,1000,650.118,2668.11
2338.6987684,3.979,1000,650.396,2669.215
2339.6910102,3.979,1000,650.673,2670.32
2340.699312,3.981,1000,650.951,2671.425
2341.6925587,3.979,999,651.226,2672.518
2342.7012223,3.981,999,651.507,2673.634
2343.6932263,3.979,999,651.785,2674.739
2344.6855938,3.979,999,652.062,2675.843
2345.6945344,3.979,999,652.34,2676.948
2346.6871898,3.979,999,652.618,2678.052
2347.6796799,3.979,999,652.896,2679.156
2348.6886743,3.979,999,653.173,2680.261
2349.6814753,3.977,999,653.451,2681.365
2350.6896533,3.979,999,653.729,2682.47
2351.6826074,3.979,1000,654.007,2683.574
2352.6754109,3.979,999,654.285,2684.679
2353.6833435,3.979,999,654.562,2685.783
2354.6767145,3.977,1000,654.84,2686.887
2355.6847441,3.979,999,655.118,2687.991
2356.6776976,3.977,999,655.396,2689.095
2357.6696515,3.977,999,655.673,2690.199
2358.678806,3.979,1000,655.951,2691.304
2359.6711132,3.977,999,656.229,2692.408
2360.6645184,3.979,999,656.507,2693.512
2361.6729997,3.977,999,656.785,2694.616
2362.6648785,3.977,999,657.062,2695.72
2363.6739588,3.977,999,657.34,2696.824
2364.6659224,3.977,999,657.618,2697.928
2365.6596114,3.975,1000,657.896,2699.032
2366.6676535,3.977,999,658.173,2700.135
2367.6601339,3.975,1000,658.451,2701.239
2368.6688149,3.975,999,658.729,2702.343
2369.6619242,3.975,1000,659.007,2703.447
2370.6545343,3.975,999,659.285,2704.55
2371.6627084,3.977,999,659.562,2705.654
2372.6548552,3.977,999,659.84,2706.757
2373.6474483,3.977,999,660.118,2707.861
2374.6563955,3.977,999,660.396,2708.965
2375.6492184,3.977,999,660.673,2710.068
2376.6580162,3.975,999,660.951,2711.172
2377.6499471,3.977,1000,661.229,2712.275
2378.6431372,3.975,1000,661.507,2713.379
2379.6514103,3.975,999,661.785,2714.482
2380.6444474,3.975,999,662.062,2715.586
2381.6361637,3.975,999,662.34,2716.689
2382.6456457,3.975,999,662.618,2717.792
2383.6374716,3.975,1000,662.896,2718.896
2384.6465693,3.977,999,663.173,2719.999
2385.6388583,3.975,999,663.451,2721.103
2386.6320962,3.975,999,663.729,2722.206
2387.639847,3.973,999,664.007,2723.309
2388.6326395,3.975,999,664.285,2724.413
2389.6415679,3.975,1000,664.562,2725.516
2390.6342031,3.975,999,664.84,2726.619
2391.6264855,3.975,1000,665.118,2727.722
2392.6357101,3.973,999,665.396,2728.826
2393.627817,3.975,1000,665.673,2729.929
2394.620771,3.973,999,665.951,2731.032
2395.629619,3.975,999,666.229,2732.135
2396.6216192,3.973,999,666.507,2733.238
2397.6303494,3.975,999,666.785,2734.342
2398.6229792,3.973,999,667.062,2735.445
2399.6160984,3.973,999,667.34,2736.548
2400.6237096,3.975,1000,667.618,2737.651
2401.6171352,3.973,1000,667.896,2738.754
2402.6250943,3.973,1000,668.173,2739.857
2403.6180702,3.973,1000,668.451,2740.96
2404.6110248,3.975,1000,668.729,2742.063
2405.6074197,3.973,1000,669.007,2743.166
2406.6121102,3.975,999,669.285,2744.269
2407.6040456,3.973,999,669.562,2745.372
2408.6136107,3.973,999,669.84,2746.475
2409.6059156,3.975,999,670.115,2747.567
2410.6145166,3.973,999,670.396,2748.681
2411.6070283,3.973,1000,670.673,2749.784
2412.5997889,3.973,1000,670.951,2750.887
2413.6077409,3.975,1000,671.229,2751.99
2414.6008789,3.973,1000,671.507,2753.093
2415.6095903,3.975,999,671.785,2754.196
2416.6024323,3.973,999,672.062,2755.299
2417.5943902,3.973,999,672.34,2756.402
2418.5903977,3.973,999,672.618,2757.504
2419.595613,3.973,999,672.896,2758.607
2420.5884919,3.973,1000,673.173,2759.71
2421.5970201,3.973,999,673.451,2760.813
2422.5891899,3.973,999,673.729,2761.916
2423.598563,3.972,1000,674.007,2763.018
2424.5907282,3.972,999,674.285,2764.121
2425.5834097,3.972,999,674.562,2765.224
2426.5925191,3.973,999,674.84,2766.327
2427.5845043,3.972,999,675.118,2767.429
2428.5775977,3.973,999,675.396,2768.532
2429.5862385,3.973,1000,675.673,2769.635
2430.5785033,3.972,999,675.951,2770.737
2431.5871883,3.972,999,676.229,2771.84
2432.5798419,3.972,999,676.507,2772.943
2433.5727217,3.973,1000,676.785,2774.045
2434.5810687,3.972,999,677.062,2775.148
2435.5739841,3.973,999,677.34,2776.251
2436.5821218,3.972,1000,677.618,2777.353
2437.5751935,3.972,999,677.896,2778.456
2438.5677121,3.972,999,678.173,2779.558
2439.5761214,3.972,999,678.451,2780.661
2440.5577744,3.972,999,678.729,2781.763
2441.5617734,3.972,999,679.007,2782.866
2442.5576327,3.972,999,679.285,2783.969
2443.5627351,3.972,999,679.562,2785.071
2444.5714539,3.972,1000,679.84,2786.174
2445.5633325,3.972,999,680.118,2787.276
2446.5563104,3.972,1000,680.396,2788.379
2447.5649529,3.972,1000,680.673,2789.481
2448.5578597,3.972,999,680.951,2790.584
2449.5567299,3.972,1000,681.229,2791.686
2450.5588689,3.972,999,681.507,2792.789
2451.5508718,3.972,999,681.785,2793.891
2452.55685,3.97,999,682.062,2794.993
2453.5529351,3.972,999,682.34,2796.096
2454.5453393,3.97,999,682.618,2797.198
2455.5545804,3.972,999,682.896,2798.3
2456.546617,3.97,999,683.173,2799.403
2457.554945,3.972,1000,683.451,2800.505
2458.5474408,3.972,1000,683.729,2801.607
2459.540745,3.97,999,684.007,2802.709
2460.5491594,3.972,999,684.285,2803.811
2461.5418762,3.97,999,684.562,2804.913
2462.550368,3.972,1000,684.84,2806.016
2463.542265,3.97,999,685.118,2807.118
2464.5357618,3.972,999,685.396,2808.22
2465.5435905,3.97,999,685.673,2809.322
2466.5368529,3.97,999,685.951,2810.424
2467.529151,3.972,1000,686.229,2811.526
2468.5380043,3.97,999,686.507,2812.627
2469.5301878,3.97,1000,686.785,2813.729
2470.538534,3.968,999,687.062,2814.831
2471.5319223,3.97,999,687.34,2815.933
2472.5245933,3.968,1000,687.618,2817.035
2473.5331082,3.97,999,687.896,2818.137
