Recording,10830mWh
Current Setpoint,1500
Low Voltage Stop,3300
Seconds, Voltage, Current, mAh, mWh
1768.6809148,3.905,1500,737.853,2990.48
1769.673577,3.905,1499,738.27,2992.107
1770.6820887,3.905,1500,738.686,2993.734
1771.6749944,3.907,1500,739.103,2995.36
1772.6833479,3.905,1501,739.52,2996.987
1773.675873,3.905,1499,739.936,2998.614
1774.6688564,3.905,1499,740.353,3000.241
1775.6772284,3.905,1499,740.77,3001.867
1776.6696269,3.903,1500,741.186,3003.494
1777.6621503,3.903,1499,741.603,3005.12
1778.6710935,3.905,1500,742.02,3006.746
1779.6632275,3.903,1499,742.436,3008.372
1780.6720373,3.903,1500,742.853,3009.998
1781.6644088,3.903,1500,743.27,3011.625
1782.6570136,3.903,1500,743.686,3013.251
1783.6653273,3.903,1500,744.103,3014.877
1784.6580543,3.905,1500,744.52,3016.502
1785.6507863,3.903,1499,744.936,3018.128
1786.6593267,3.903,1501,745.353,3019.754
1787.6525177,3.903,1499,745.77,3021.38
1788.6608976,3.903,1499,746.186,3023.006
1789.6531042,3.903,1500,746.603,3024.632
1790.646269,3.903,1500,747.02,3026.257
1791.654141,3.903,1498,747.436,3027.883
1792.6469704,3.903,1499,747.853,3029.509
1793.6393895,3.903,1501,748.27,3031.134
1794.6482752,3.901,1500,748.686,3032.76
1795.6399692,3.903,1499,749.103,3034.385
1796.6489146,3.903,1498,749.52,3036.01
1797.641799,3.901,1499,749.936,3037.636
1798.634197,3.903,1500,750.353,3039.261
1799.6434758,3.901,1500,750.77,3040.886
1800.6355179,3.901,1498,751.186,3042.511
1801.6279258,3.901,1500,751.603,3044.136
1802.6368272,3.903,1497,752.02,3045.762
1803.6299204,3.901,1499,752.436,3047.387
1804.6382008,3.901,1499,752.853,3049.012
1805.6308522,3.901,1498,753.27,3050.637
1806.6229168,3.901,1500,753.686,3052.262
1807.6318921,3.901,1500,754.103,3053.887
1808.6248965,3.901,1500,754.52,3055.512
1809.6170823,3.901,1500,754.936,3057.137
1810.6257649,3.901,1499,755.353,3058.762
1811.6181928,3.901,1499,755.77,3060.386
1812.6268927,3.901,1499,756.186,3062.011
1813.6189901,3.901,1500,756.603,3063.636
1814.611817,3.901,1500,757.02,3065.261
1815.6207983,3.901,1499,757.436,3066.886
1816.6129323,3.901,1499,757.853,3068.511
1817.60557,3.901,1499,758.27,3070.135
1818.6139381,3.901,1500,758.686,3071.76
1819.6062436,3.901,1500,759.103,3073.385
1820.6149823,3.901,1499,759.52,3075.01
1821.6079158,3.9,1499,759.936,3076.634
1822.6009202,3.901,1499,760.353,3078.259
1823.6089154,3.901,1500,760.77,3079.884
1824.6016012,3.901,1500,761.186,3081.509
1825.5939255,3.899,1499,761.603,3083.133
1826.6028937,3.901,1499,762.02,3084.758
1827.5958705,3.9,1500,762.436,3086.382
1828.5880961,3.9,1500,762.853,3088.007
1829.5967435,3.901,1499,763.27,3089.631
1830.5889216,3.901,1499,763.686,3091.256
1831.5973462,3.899,1498,764.103,3092.88
1832.5898952,3.901,1499,764.52,3094.505
1833.5831633,3.9,1499,764.936,3096.129
1834.5919259,3.9,1501,765.353,3097.754
1835.5841014,3.899,1499,765.77,3099.378
1836.5762425,3.9,1500,766.186,3101.003
1837.5850603,3.9,1499,766.603,3102.627
1838.5779762,3.9,1499,767.02,3104.252
1839.5858334,3.899,1499,767.436,3105.876
1840.5788401,3.9,1500,767.853,3107.5
1841.5718288,3.9,1500,768.27,3109.125
1842.5799076,3.9,1500,768.686,3110.749
1843.5729214,3.899,1499,769.103,3112.374
1844.5649302,3.9,1499,769.52,3113.998
1845.5728571,3.899,1499,769.936,3115.622
1846.5661803,3.9,1500,770.353,3117.246
1847.575282,3.9,1500,770.77,3118.871
1848.5675076,3.898,1500,771.186,3120.495
1849.5597599,3.898,1500,771.603,3122.119
1850.5689045,3.898,1500,772.02,3123.743
1851.5613892,3.898,1499,772.436,3125.367
1852.5543592,3.898,1499,772.853,3126.992
1853.5628575,3.898,1499,773.27,3128.616
1854.5551041,3.9,1500,773.686,3130.24
1855.5634175,3.9,1500,774.103,3131.864
1856.5564549,3.9,1500,774.52,3133.488
1857.5485437,3.9,1499,774.936,3135.112
1858.5575603,3.898,1499,775.353,3136.736
1859.5497779,3.9,1499,775.77,3138.36
1860.5420823,3.897,1497,776.186,3139.984
1861.5511054,3.9,1500,776.603,3141.607
1862.5439005,3.898,1499,777.02,3143.231
1863.5519374,3.898,1498,777.436,3144.855
1864.544881,3.899,1498,777.853,3146.479
1865.5371566,3.898,1499,778.27,3148.102
1866.5459234,3.898,1500,778.686,3149.726
1867.5384534,3.898,1500,779.103,3151.35
1868.5309228,3.898,1500,779.52,3152.974
1869.5394524,3.898,1500,779.936,3154.597
1870.5319058,3.898,1500,780.353,3156.221
1871.5408584,3.898,1499,780.77,3157.845
1872.5332942,3.898,1500,781.186,3159.468
1873.5258927,3.896,1499,781.603,3161.092
1874.5348794,3.896,1499,782.02,3162.715
1875.5270529,3.896,1500,782.436,3164.339
1876.5199697,3.896,1500,782.853,3165.962
1877.5281406,3.896,1499,783.27,3167.585
1878.520868,3.898,1499,783.686,3169.208
1879.5296129,3.896,1499,784.103,3170.832
1880.5223454,3.896,1500,784.515,3172.438
1881.5149723,3.898,1499,784.936,3174.078
1882.5231597,3.896,1500,785.353,3175.7
1883.5157898,3.896,1500,785.77,3177.323
1884.5079417,3.898,1500,786.186,3178.946
1885.5167973,3.896,1500,786.603,3180.569
1886.5095349,3.896,1499,787.02,3182.192
1887.5179376,3.896,1500,787.436,3183.815
1888.5108516,3.896,1500,787.853,3185.437
1889.5031384,3.896,1499,788.27,3187.06
1890.5118887,3.894,1499,788.686,3188.682
1891.5048806,3.894,1498,789.103,3190.304
1892.4969406,3.894,1499,789.52,3191.926
1893.506117,3.894,1499,789.936,3193.549
1894.4979134,3.894,1499,790.353,3195.171
1895.5059657,3.894,1500,790.77,3196.793
1896.4989192,3.892,1500,791.186,3198.415
1897.4919048,3.894,1498,791.603,3200.036
1898.5009911,3.892,1500,792.02,3201.658
1899.4930395,3.892,1499,792.436,3203.28
1900.5010631,3.892,1499,792.853,3204.901
1901.4940834,3.892,1499,793.27,3206.522
1902.4869308,3.892,1500,793.686,3208.144
1903.494881,3.892,1499,794.103,3209.765
1904.4881291,3.892,1499,794.52,3211.386
1905.4808801,3.892,1501,794.936,3213.007
1906.4888823,3.892,1500,795.353,3214.628
1907.4819175,3.892,1499,795.77,3216.249
1908.4898765,3.892,1499,796.186,3217.87
1909.482909,3.892,1499,796.603,3219.49
1910.4758975,3.892,1498,797.02,3221.111
1911.4839219,3.892,1500,797.436,3222.731
1912.4769923,3.89,1500,797.853,3224.351
1913.4688812,3.89,1499,798.27,3225.972
1914.4781295,3.89,1500,798.686,3227.592
1915.4701668,3.89,1500,799.103,3229.212
1916.4791003,3.888,1500,799.52,3230.832
1917.4720015,3.89,1499,799.936,3232.452
1918.4639691,3.888,1500,800.353,3234.072
1919.4729183,3.888,1500,800.77,3235.692
1920.4649166,3.888,1499,801.186,3237.311
1921.4577694,3.886,1499,801.603,3238.93
1922.466196,3.886,1500,802.02,3240.549
1923.4588816,3.888,1500,802.436,3242.168
1924.4675542,3.888,1500,802.853,3243.787
1925.4601047,3.885,1500,803.27,3245.406
1926.4528898,3.886,1499,803.686,3247.025
1927.4609219,3.886,1499,804.103,3248.644
1928.4540671,3.886,1500,804.52,3250.262
1929.4468897,3.885,1500,804.936,3251.881
1930.4551127,3.886,1499,805.353,3253.499
1931.4481916,3.886,1498,805.77,3255.118
1932.4560161,3.885,1500,806.186,3256.736
1933.4490774,3.884,1499,806.603,3258.354
1934.441867,3.884,1499,807.02,3259.972
1935.4500078,3.884,1499,807.436,3261.59
1936.4422951,3.885,1500,807.853,3263.208
1937.4351297,3.884,1499,808.27,3264.826
1938.4439685,3.883,1501,808.686,3266.443
1939.4368802,3.883,1500,809.103,3268.061
1940.4448958,3.883,1500,809.52,3269.678
1941.4379827,3.884,1499,809.936,3271.296
1942.4299867,3.883,1499,810.353,3272.913
1943.4388445,3.883,1499,810.77,3274.53
1944.4309202,3.881,1500,811.186,3276.147
1945.4231893,3.881,1500,811.603,3277.764
1946.4323285,3.883,1499,812.02,3279.381
1947.4248403,3.881,1501,812.436,3280.998
1948.4329548,3.881,1499,812.853,3282.614
1949.4260247,3.881,1499,813.27,3284.231
1950.4190592,3.881,1500,813.686,3285.847
1951.4271943,3.881,1501,814.103,3287.463
1952.4198542,3.879,1500,814.52,3289.08
1953.4279296,3.879,1500,814.936,3290.696
1954.420839,3.879,1500,815.353,3292.312
1955.4133268,3.879,1500,815.77,3293.927
1956.4222581,3.879,1500,816.186,3295.543
1957.4148916,3.879,1500,816.603,3297.159
1958.4072739,3.877,1500,817.02,3298.774
1959.4158962,3.879,1500,817.436,3300.39
1960.4088807,3.879,1498,817.853,3302.005
1961.4169811,3.879,1500,818.27,3303.62
1962.4094123,3.877,1500,818.686,3305.236
1963.4021206,3.877,1499,819.103,3306.851
1964.4108778,3.879,1499,819.524,3308.482
1965.4032985,3.877,1500,819.936,3310.081
1966.3955372,3.877,1500,820.353,3311.695
1967.4048996,3.877,1499,820.77,3313.31
1968.3968917,3.877,1499,821.186,3314.925
1969.4058938,3.877,1500,821.603,3316.539
1970.3981436,3.877,1499,822.02,3318.154
1971.3910936,3.875,1500,822.436,3319.768
1972.3999216,3.875,1500,822.853,3321.382
1973.391881,3.877,1498,823.27,3322.996
1974.3841197,3.875,1499,823.686,3324.61
1975.3928953,3.875,1499,824.103,3326.225
1976.3858863,3.875,1500,824.52,3327.839
1977.3939159,3.875,1499,824.936,3329.453
1978.3869271,3.875,1500,825.353,3331.067
1979.3800316,3.875,1500,825.77,3332.681
1980.3881132,3.875,1500,826.186,3334.294
1981.3813153,3.873,1500,826.603,3335.908
1982.3730582,3.875,1500,827.02,3337.521
1983.3818669,3.873,1501,827.436,3339.135
1984.3750593,3.873,1499,827.853,3340.748
1985.3828823,3.875,1499,828.27,3342.362
1986.3759149,3.873,1500,828.686,3343.975
1987.3681263,3.875,1499,829.103,3345.589
1988.3766724,3.873,1500,829.52,3347.202
1989.3694518,3.873,1499,829.936,3348.815
1990.3619649,3.873,1500,830.353,3350.429
1991.3707471,3.873,1500,830.77,3352.042
1992.3631477,3.873,1499,831.186,3353.655
1993.3720007,3.873,1500,831.603,3355.268
1994.3641614,3.873,1499,832.02,3356.881
1995.3568834,3.873,1499,832.436,3358.494
1996.365335,3.873,1500,832.853,3360.107
1997.3580152,3.873,1497,833.27,3361.72
1998.3508796,3.871,1500,833.686,3363.333
1999.3598734,3.871,1500,834.103,3364.946
2000.3518305,3.871,1500,834.52,3366.558
2001.3601775,3.871,1500,834.936,3368.171
2002.3530528,3.873,1500,835.353,3369.784
2003.3455952,3.871,1499,835.77,3371.396
2004.3548792,3.871,1500,836.186,3373.009
2005.3470143,3.871,1498,836.603,3374.621
2006.3390627,3.872,1501,837.02,3376.234
2007.3480267,3.871,1500,837.436,3377.847
2008.3408812,3.871,1497,837.853,3379.459
2009.3491149,3.871,1498,838.27,3381.072
2010.3420835,3.871,1500,838.686,3382.684
2011.3341043,3.872,1501,839.103,3384.297
2012.3428836,3.871,1497,839.52,3385.909
2013.3350808,3.871,1499,839.936,3387.522
2014.3440797,3.871,1499,840.353,3389.134
2015.3369965,3.871,1500,840.77,3390.746
2016.3290284,3.871,1500,841.186,3392.359
2017.3378137,3.871,1499,841.599,3393.955
2018.3301742,3.871,1500,842.02,3395.583
2019.3230526,3.871,1500,842.436,3397.195
2020.3318879,3.871,1500,842.853,3398.808
2021.3248801,3.871,1500,843.27,3400.42
2022.3329023,3.871,1500,843.686,3402.032
2023.3260227,3.87,1500,844.107,3403.66
2024.3179496,3.869,1499,844.52,3405.256
2025.3266203,3.869,1499,844.936,3406.868
2026.3191577,3.87,1500,845.353,3408.48
2027.3118862,3.87,1500,845.77,3410.093
2028.3207784,3.87,1500,846.186,3411.705
2029.3129833,3.871,1499,846.603,3413.317
2030.3213362,3.871,1498,847.02,3414.929
2031.3139913,3.869,1499,847.436,3416.541
2032.3069041,3.87,1500,847.853,3418.153
2033.3159904,3.869,1499,848.27,3419.765
2034.3082055,3.871,1499,848.686,3421.377
2035.3008799,3.87,1501,849.103,3422.989
2036.3091043,3.871,1500,849.519,3424.601
2037.3018897,3.87,1500,849.936,3426.213
2038.3100364,3.871,1500,850.353,3427.825
2039.3029623,3.87,1500,850.769,3429.437
2040.2954559,3.869,1499,851.186,3431.048
2041.3039257,3.87,1500,851.603,3432.66
2042.2968795,3.871,1499,852.019,3434.272
2043.3051349,3.87,1500,852.436,3435.884
2044.2978077,3.87,1501,852.853,3437.496
2045.290207,3.87,1501,853.27,3439.107
2046.2989818,3.869,1499,853.686,3440.719
2047.2915505,3.87,1500,854.103,3442.331
2048.2840745,3.868,1500,854.519,3443.943
2049.2928569,3.868,1500,854.936,3445.554
2050.2848009,3.87,1500,855.353,3447.166
2051.2941941,3.869,1499,855.769,3448.778
2052.2861677,3.868,1499,856.186,3450.389
2053.2791112,3.867,1498,856.603,3452.001
2054.2873416,3.869,1499,857.02,3453.613
2055.2799179,3.869,1499,857.436,3455.224
2056.2728839,3.869,1499,857.853,3456.836
2057.2813677,3.869,1499,858.27,3458.448
2058.2739164,3.87,1500,858.686,3460.059
2059.2821707,3.869,1498,859.103,3461.671
2060.2750343,3.868,1500,859.519,3463.282
2061.2678751,3.87,1500,859.936,3464.893
2062.2759163,3.87,1501,860.353,3466.505
2063.2688724,3.868,1500,860.77,3468.117
2064.2773488,3.87,1500,861.186,3469.728
2065.270083,3.869,1499,861.603,3471.339
2066.263039,3.868,1500,862.019,3472.951
2067.2709881,3.868,1500,862.436,3474.562
2068.2636301,3.868,1500,862.853,3476.174
2069.2560036,3.87,1500,863.269,3477.785
2070.264957,3.868,1500,863.686,3479.396
2071.2576104,3.868,1500,864.103,3481.007
2072.2653217,3.868,1500,864.52,3482.619
2073.2589055,3.868,1499,864.936,3484.23
2074.2510131,3.868,1499,865.353,3485.841
2075.2599161,3.866,1499,865.77,3487.452
2076.2519315,3.868,1500,866.186,3489.063
2077.2449638,3.868,1499,866.603,3490.674
2078.2534354,3.867,1497,867.02,3492.285
2079.2459201,3.867,1497,867.436,3493.896
2080.2539064,3.867,1498,867.853,3495.507
2081.2468804,3.868,1500,868.27,3497.117
2082.2397915,3.868,1499,868.686,3498.728
2083.248822,3.868,1500,869.103,3500.339
2084.2410399,3.868,1500,869.52,3501.95
2085.233895,3.868,1500,869.936,3503.56
2086.241939,3.868,1500,870.349,3505.155
2087.234791,3.867,1499,870.77,3506.781
2088.2432853,3.868,1500,871.186,3508.392
2089.2359322,3.866,1500,871.603,3510.002
2090.2282903,3.866,1500,872.019,3511.613
2091.2372747,3.866,1500,872.436,3513.223
2092.229605,3.866,1498,872.853,3514.833
2093.2220613,3.866,1499,873.269,3516.443
2094.2308938,3.866,1499,873.686,3518.054
2095.2228879,3.866,1498,874.103,3519.663
2096.2319005,3.866,1500,874.52,3521.273
2097.2248696,3.864,1500,874.936,3522.883
2098.216918,3.864,1498,875.353,3524.493
2099.2258879,3.864,1499,875.769,3526.103
2100.2179232,3.864,1499,876.186,3527.712
2101.2111845,3.866,1500,876.603,3529.322
2102.2189862,3.864,1500,877.02,3530.932
2103.2124682,3.864,1500,877.436,3532.541
2104.220888,3.864,1497,877.853,3534.151
2105.2132126,3.864,1499,878.27,3535.76
2106.2061123,3.864,1500,878.686,3537.369
2107.2148805,3.864,1499,879.103,3538.978
2108.206969,3.862,1500,879.52,3540.587
2109.1996156,3.864,1500,879.936,3542.196
2110.2079174,3.862,1500,880.353,3543.805
2111.2009545,3.862,1499,880.77,3545.414
2112.2091345,3.862,1500,881.186,3547.023
2113.2024518,3.862,1498,881.603,3548.631
2114.1942584,3.86,1500,882.02,3550.24
2115.2030136,3.86,1499,882.436,3551.848
2116.1959102,3.86,1499,882.853,3553.456
2117.1881801,3.862,1499,883.27,3555.065
2118.1969168,3.862,1500,883.686,3556.673
2119.1893796,3.86,1499,884.103,3558.281
2120.1977935,3.86,1499,884.52,3559.888
2121.190906,3.86,1499,884.936,3561.496
2122.1831102,3.858,1500,885.353,3563.104
2123.1919254,3.86,1500,885.77,3564.711
2124.1849161,3.858,1500,886.186,3566.319
2125.1928973,3.858,1499,886.603,3567.926
2126.1854947,3.858,1497,887.02,3569.533
2127.1779231,3.858,1500,887.436,3571.14
2128.1870845,3.858,1500,887.853,3572.747
2129.1789238,3.858,1500,888.27,3574.354
2130.1718941,3.858,1500,888.686,3575.961
2131.1804473,3.856,1501,889.103,3577.568
2132.1729593,3.856,1500,889.52,3579.174
2133.1809248,3.856,1500,889.936,3580.78
2134.1743991,3.856,1500,890.353,3582.386
2135.1666128,3.856,1500,890.77,3583.993
2136.1753512,3.856,1499,891.186,3585.599
2137.1678888,3.856,1500,891.603,3587.205
2138.1608076,3.855,1500,892.02,3588.81
2139.1690129,3.856,1499,892.436,3590.416
2140.1616825,3.855,1500,892.853,3592.022
2141.1702133,3.854,1499,893.27,3593.627
2142.1628815,3.855,1500,893.686,3595.233
2143.1554348,3.855,1500,894.103,3596.838
2144.1639143,3.853,1500,894.52,3598.443
2145.15688,3.854,1497,894.936,3600.048
2146.1489005,3.855,1500,895.353,3601.654
2147.1577814,3.854,1498,895.77,3603.259
2148.1508583,3.853,1500,896.186,3604.864
2149.1589175,3.853,1500,896.603,3606.469
2150.1519159,3.853,1500,897.02,3608.073
2151.144228,3.853,1500,897.436,3609.678
2152.1529206,3.852,1499,897.853,3611.283
2153.1450534,3.853,1500,898.27,3612.887
2154.137983,3.853,1501,898.686,3614.491
2155.1459585,3.853,1499,899.103,3616.096
2156.1390363,3.851,1499,899.52,3617.7
2157.1475739,3.851,1500,899.936,3619.304
2158.1401496,3.851,1500,900.353,3620.908
2159.1328801,3.849,1500,900.77,3622.511
2160.1419664,3.851,1500,901.186,3624.115
2161.133928,3.849,1500,901.603,3625.719
2162.142471,3.851,1498,902.02,3627.323
2163.1349159,3.849,1499,902.436,3628.926
2164.127282,3.849,1500,902.853,3630.529
2165.1359183,3.849,1500,903.27,3632.132
2166.1291488,3.849,1500,903.686,3633.735
2167.1217846,3.849,1500,904.103,3635.338
2168.1304339,3.847,1500,904.52,3636.941
2169.1228518,3.847,1500,904.936,3638.544
2170.1308802,3.847,1500,905.353,3640.146
2171.1238607,3.847,1498,905.77,3641.749
2172.1168893,3.847,1498,906.186,3643.351
2173.1249598,3.847,1500,906.603,3644.954
2174.1179901,3.847,1500,907.02,3646.556
2175.1099162,3.847,1499,907.436,3648.158
2176.11864,3.845,1499,907.853,3649.76
2177.1113173,3.845,1499,908.27,3651.362
2178.1198942,3.847,1500,908.686,3652.965
2179.1129182,3.847,1500,909.103,3654.567
2180.1050235,3.845,1500,909.52,3656.168
2181.1139723,3.845,1500,909.936,3657.77
2182.1067404,3.845,1500,910.353,3659.372
2183.0986024,3.845,1500,910.77,3660.973
2184.1078938,3.845,1500,911.186,3662.575
2185.1000039,3.845,1500,911.603,3664.176
2186.1088572,3.845,1499,912.02,3665.778
2187.1010717,3.845,1500,912.436,3667.379
2188.0940078,3.845,1499,912.853,3668.981
2189.10242,3.845,1499,913.27,3670.582
2190.0947514,3.845,1499,913.686,3672.183
2191.103409,3.845,1499,914.103,3673.784
2192.0959008,3.843,1499,914.52,3675.385
2193.0888799,3.843,1499,914.936,3676.986
2194.0972237,3.843,1498,915.353,3678.587
2195.0900879,3.843,1499,915.77,3680.188
2196.082838,3.843,1499,916.186,3681.789
2197.0909304,3.843,1499,916.603,3683.39
2198.0833682,3.843,1500,917.02,3684.991
2199.0919914,3.843,1500,917.436,3686.591
2200.0848937,3.841,1499,917.853,3688.192
2201.0771577,3.843,1499,918.27,3689.792
2202.0851358,3.841,1500,918.686,3691.393
2203.0783006,3.843,1501,919.103,3692.994
2204.0711542,3.843,1499,919.52,3694.594
2205.0801134,3.843,1499,919.936,3696.195
2206.0719615,3.841,1499,920.353,3697.795
2207.0808523,3.843,1500,920.77,3699.395
2208.0728828,3.841,1499,921.186,3700.995
2209.065867,3.843,1500,921.603,3702.595
2210.0748514,3.841,1497,922.02,3704.195
2211.0667531,3.841,1499,922.436,3705.796
2212.059543,3.843,1500,922.853,3707.396
2213.0679258,3.843,1500,923.27,3708.996
2214.0610321,3.841,1499,923.686,3710.596
2215.0688776,3.841,1501,924.103,3712.196
2216.0620794,3.841,1499,924.52,3713.796
2217.055119,3.841,1498,924.936,3715.396
2218.0630843,3.841,1500,925.353,3716.996
2219.0558851,3.841,1500,925.77,3718.596
2220.063889,3.841,1500,926.186,3720.195
2221.0568672,3.841,1499,926.603,3721.795
2222.0488132,3.841,1498,927.02,3723.395
2223.0578995,3.841,1499,927.432,3724.979
2224.0507329,3.841,1500,927.853,3726.595
2225.0430066,3.841,1499,928.27,3728.195
2226.0518926,3.841,1500,928.686,3729.794
2227.044484,3.839,1499,929.103,3731.394
2228.052918,3.839,1498,929.52,3732.994
2229.0455003,3.839,1500,929.936,3734.594
2230.0379128,3.839,1500,930.353,3736.193
2231.0468952,3.841,1500,930.77,3737.793
2232.0390654,3.841,1498,931.186,3739.393
2233.0478512,3.841,1498,931.603,3740.992
2234.040906,3.841,1499,932.02,3742.592
2235.0330628,3.841,1499,932.436,3744.192
2236.0417468,3.841,1500,932.853,3745.791
2237.0341217,3.841,1500,933.27,3747.391
2238.0268721,3.839,1500,933.686,3748.99
2239.035363,3.841,1500,934.103,3750.59
2240.0285034,3.841,1500,934.52,3752.189
2241.0368521,3.841,1499,934.936,3753.789
2242.0291161,3.841,1497,935.353,3755.388
2243.0217382,3.839,1500,935.77,3756.988
2244.0306564,3.839,1500,936.186,3758.587
2245.022525,3.839,1500,936.603,3760.186
2246.0154096,3.839,1500,937.02,3761.785
2247.0240311,3.839,1499,937.436,3763.385
2248.0169024,3.839,1500,937.853,3764.984
2249.024881,3.838,1500,938.27,3766.583
2250.0178098,3.841,1498,938.686,3768.182
2251.0109891,3.839,1499,939.103,3769.782
2252.0194101,3.839,1499,939.52,3771.381
2253.011921,3.841,1500,939.936,3772.98
2254.0040865,3.839,1500,940.353,3774.579
2255.0128983,3.839,1500,940.77,3776.178
2256.0050553,3.839,1500,941.186,3777.778
2257.0139212,3.839,1500,941.603,3779.377
2258.0069002,3.839,1500,942.02,3780.976
2258.9988809,3.839,1499,942.436,3782.575
2260.0078469,3.839,1500,942.853,3784.174
2261.0008302,3.839,1500,943.27,3785.773
2261.9928175,3.84,1501,943.686,3787.372
2263.0018847,3.839,1500,944.103,3788.971
2263.9939367,3.839,1499,944.52,3790.57
2265.0020903,3.839,1499,944.936,3792.169
2265.9950947,3.839,1500,945.353,3793.767
2266.9879139,3.838,1499,945.77,3795.366
2267.9968799,3.838,1500,946.186,3796.965
2268.9887488,3.839,1500,946.603,3798.564
2269.9974658,3.839,1500,947.02,3800.163
2270.990035,3.838,1500,947.436,3801.762
2271.9829166,3.838,1500,947.853,3803.361
2272.9918916,3.838,1499,948.27,3804.959
2273.9838757,3.837,1498,948.686,3806.558
2274.9760877,3.838,1499,949.103,3808.157
2275.9850129,3.838,1499,949.52,3809.756
2276.9772837,3.838,1500,949.936,3811.354
2277.9859886,3.838,1500,950.353,3812.953
2278.9788812,3.838,1499,950.77,3814.552
2279.971016,3.838,1500,951.186,3816.15
2280.9798952,3.839,1500,951.603,3817.749
2281.9731047,3.838,1499,952.02,3819.347
2282.9650427,3.837,1498,952.44,3820.962
2283.9739373,3.838,1500,952.853,3822.544
2284.9660098,3.838,1499,953.27,3824.143
2285.9745952,3.836,1500,953.686,3825.741
2286.9674596,3.838,1499,954.103,3827.339
2287.9599873,3.838,1500,954.52,3828.938
2288.9688799,3.838,1499,954.936,3830.536
2289.9613316,3.838,1499,955.353,3832.134
2290.9696291,3.836,1500,955.77,3833.732
2291.9622137,3.836,1499,956.186,3835.33
2292.9551922,3.836,1500,956.603,3836.928
2293.9629134,3.836,1499,957.02,3838.526
2294.9558973,3.836,1499,957.436,3840.124
2295.949127,3.836,1499,957.853,3841.722
2296.9572592,3.836,1500,958.27,3843.32
2297.9500531,3.836,1499,958.686,3844.918
2298.9578085,3.836,1500,959.103,3846.516
2299.9509927,3.836,1501,959.52,3848.114
2300.9432945,3.836,1499,959.936,3849.711
2301.9521924,3.834,1500,960.353,3851.309
2302.9448828,3.834,1499,960.77,3852.907
2303.9378886,3.836,1499,961.186,3854.504
2304.9459768,3.836,1500,961.603,3856.102
2305.9383384,3.836,1500,962.02,3857.699
2306.9471683,3.836,1498,962.436,3859.296
2307.9399878,3.834,1500,962.853,3860.893
2308.9319845,3.834,1500,963.27,3862.49
2309.9408898,3.834,1500,963.686,3864.087
2310.9339144,3.834,1500,964.103,3865.684
2311.9258413,3.834,1500,964.52,3867.281
2312.9349202,3.834,1501,964.936,3868.877
2313.9272593,3.834,1500,965.353,3870.474
2314.9352524,3.834,1497,965.77,3872.07
2315.9288519,3.832,1500,966.186,3873.667
2316.9209179,3.832,1498,966.603,3875.263
2317.9294893,3.832,1499,967.02,3876.859
2318.9218927,3.832,1500,967.436,3878.455
2319.91489,3.832,1500,967.853,3880.052
2320.9232634,3.83,1500,968.27,3881.648
2321.9159109,3.83,1500,968.686,3883.243
2322.9240724,3.83,1500,969.103,3884.839
2323.9170242,3.832,1500,969.52,3886.435
2324.9097663,3.83,1498,969.936,3888.03
2325.9181443,3.83,1499,970.353,3889.626
2326.9108967,3.83,1500,970.77,3891.221
2327.9033766,3.83,1500,971.186,3892.817
2328.9119679,3.83,1500,971.603,3894.412
2329.9049678,3.83,1498,972.02,3896.007
2330.9129544,3.83,1498,972.436,3897.602
2331.9050403,3.828,1499,972.853,3899.197
2332.8988571,3.828,1501,973.27,3900.792
2333.9070109,3.83,1499,973.686,3902.387
2334.8989427,3.828,1501,974.103,3903.982
2335.8918626,3.828,1500,974.52,3905.576
2336.9008965,3.828,1499,974.936,3907.171
2337.8928943,3.828,1500,975.353,3908.766
2338.9018867,3.828,1499,975.77,3910.36
2339.894019,3.828,1499,976.186,3911.954
2340.8871943,3.828,1500,976.603,3913.549
2341.8958966,3.826,1499,977.024,3915.159
2342.8880113,3.828,1500,977.436,3916.737
2343.8801953,3.826,1500,977.853,3918.331
2344.8889454,3.826,1499,978.27,3919.924
2345.8814346,3.824,1499,978.686,3921.518
2346.8899159,3.824,1499,979.103,3923.111
2347.8830571,3.824,1500,979.519,3924.704
2348.8760157,3.824,1499,979.936,3926.298
2349.8837867,3.824,1500,980.353,3927.891
2350.8768887,3.824,1500,980.769,3929.484
2351.8692448,3.824,1500,981.186,3931.077
2352.8779189,3.824,1500,981.603,3932.67
2353.8708792,3.823,1500,982.019,3934.262
2354.8793144,3.824,1500,982.436,3935.855
2355.8715448,3.823,1500,982.853,3937.448
2356.864229,3.823,1501,983.27,3939.04
2357.8731372,3.823,1501,983.686,3940.632
2358.86592,3.823,1500,984.103,3942.224
2359.8582201,3.823,1500,984.515,3943.801
2360.8663276,3.822,1499,984.936,3945.408
2361.8591448,3.822,1499,985.353,3947
2362.8680163,3.821,1500,985.769,3948.592
2363.8609223,3.821,1500,986.186,3950.184
2364.8521626,3.821,1500,986.603,3951.775
2365.8608811,3.821,1500,987.019,3953.367
2366.8540177,3.821,1500,987.436,3954.959
2367.8628926,3.821,1500,987.853,3956.55
2368.8549314,3.82,1499,988.269,3958.142
2369.8478647,3.82,1498,988.686,3959.733
2370.8560652,3.821,1500,989.103,3961.324
2371.848918,3.82,1499,989.519,3962.915
2372.8412132,3.819,1499,989.936,3964.506
2373.8499135,3.819,1500,990.353,3966.097
2374.8430527,3.821,1499,990.769,3967.688
2375.8508889,3.82,1497,991.186,3969.279
